source_file,line,text
/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,66,- Autonomy: all edits land on branches; T2 auto-merge only with fully green CI and within defined policy scope.
/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,69,"- Stability counters: each gate (tests, coverage, mypy, semgrep, determinism) increments a ""green day"" on successful runs. After ≥7 consecutive greens, the gate flips from advisory → enforced."
/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,80,Kill-Switch & Rollback Triggers
/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,88,- docs/QUALITY_METHODS.md — quality and gate policies (incl. orchestrator-only guard via `ISA_FORBID_DIRECT_LLM`)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,11,"- [x] Define toolchain and policies (uv, ruff, mypy, pytest, semgrep, bandit, pip-audit, gitleaks, trivy)"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,12,- [x] Create ADR stubs for tooling and safety
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,13,- [ ] Document reward model and autonomy tiers
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,14,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,15,- Clear ADRs exist for tooling and safety with owners and rationale.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,16,- Reward model draft includes positive/negative signals and normalization.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,18,2) Monorepo Unification (Plan Only in this commit)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,19,"- [ ] Target layout defined: apps/superapp, packages/isa_c_full, packages/isa_c_mapping, packages/agent_core, artifacts, infra, docs"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,20,- [ ] Migration map from current folders to targets
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,21,- [ ] Root README and CONTRIBUTING outline the structure
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,22,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,23,- Migration document lists every move and import change.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,24,- Superapp runs smoke test post-migration.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,27,- [ ] Root pyproject for shared tool config (no package build yet)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,28,- [ ] uv lock strategy and constraints policy documented
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,29,- [ ] Deps report script planned (not executed here)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,30,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,31,- One authoritative lock tool and constraints policy; no duplicate managers.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,34,- [x] Consolidate on ruff for lint+format in CI
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,35,- [x] Pre-commit hooks planned with ruff and mypy
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,36,- [ ] Enforce formatting in CI on PRs
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,37,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,38,- `ruff check` and `ruff format --check` pass on default branch.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,41,- [ ] mypy gate (strict on libraries) configured in CI
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,42,- [ ] Type coverage metric collected in CI
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,43,- [ ] JSON Schemas for agent traces and plans planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,44,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,45,- mypy runs in CI; type coverage threshold recorded.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,48,- [ ] Unit/integration/property tests run on PRs
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,49,- [ ] Mutation/fuzz/benchmarks scheduled nightly
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,50,- [ ] CrossHair targeted weekly (pure mappers)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,51,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,52,"- Coverage >= 90% gate (core), nightly mutation score >= 70% reported."
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,55,- [ ] Mapping matrix generation job planned (CSV/HTML)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,56,- [ ] CI check for gaps/collisions planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,57,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,58,- No critical unmapped fields without waiver.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,61,- [ ] Canonical JSON writer policy documented
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,62,- [ ] Snapshot tests policy documented
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,63,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,64,- Byte-for-byte stable snapshots for canonical outputs.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,67,- [ ] Baseline profiling job planned (cProfile/py-spy)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,68,- [ ] Perf budgets in CI (regression guard) planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,69,- [ ] Parallel runner & content-hash cache planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,70,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,71,- >=30% target speedup on workload; CI fails on budget regressions.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,74,- [ ] Structured logging schema plan (correlation IDs)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,75,- [ ] Prometheus metrics and Grafana dashboard plan
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,76,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,77,"- Metrics for throughput, latency, error classes; dashboard JSON stored."
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,80,"- [x] SAST/SCA tools selected (bandit, pip-audit, gitleaks, trivy)"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,81,- [ ] SBOM generation scheduled in CI (syft)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,82,- [ ] OpenSSF Scorecard job planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,83,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,84,- No high/critical findings; SBOM artifact per release.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,87,- [x] PR CI workflow skeleton added
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,88,- [x] Nightly/weekly jobs skeletons added
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,89,- [ ] Release workflow and changelog automation planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,90,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,91,- CI green on default; scheduled jobs publish artifacts.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,94,- [ ] Makefile (root) stubs with agent-aware tasks planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,95,- [ ] Devcontainer and VS Code tasks planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,96,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,97,- New dev can run one-command demo and CI dry run in <=5 minutes.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,100,- [ ] Expectation suites plan (Great Expectations or pydantic-core)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,101,- [ ] CI gate on data quality planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,102,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,103,- >=99% pass for critical expectations.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,106,- [ ] Wheel packaging plan for packages/isa_c_full and packages/isa_c_mapping
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,107,"- [ ] Docker image plan for apps/superapp (non-root, healthcheck)"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,108,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,109,- docker compose demo brings up end-to-end stack.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,112,"- [x] Document planner, builder, verifier, critic, reward aggregator, meta-learner"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,113,"- [x] Policy engine and safety guardrails (allowlists, rate limits) documented"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,114,- [ ] Autonomy tiers and promotion gates documented
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,115,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,116,- Policies and autonomy tiers are explicit; kill-switch defined.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,119,- [x] Initial reward model outlined
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,120,- [ ] Bandit strategy set enumerated and evaluators planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,121,- [ ] Replay log schema defined (JSONL)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,122,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,123,- Agent eval win-rate targets defined; logs schema validated.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,126,"- [ ] SLOs for agent success, revert rate, latency"
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,127,- [ ] Alert routes (Slack/PagerDuty) planned
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,128,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,129,- Alert tests pass in CI; burn-rate panels configured.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,132,- [ ] Tiered autonomy rollout (T0→T2) with gates
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,133,- [ ] Rollback playbooks and repro pack policy
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,134,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,135,- Post-merge reverts <1% 30-day rolling; repro packs attached on failures.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,138,- [ ] Adapter abstraction for LLM/tooling (DeepSeek-ready)
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,139,- [ ] Parity tests for plan/diff consistency across engines
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,140,Acceptance:
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,141,- No regression in eval win-rate when switching engines.
/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,148,- Perf: ≥30% speedup; CI perf budgets enforced
/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,51,- **Data Privacy:** PII must not be persisted in model training artifacts; incoming queries with PII must be redacted before long-term logging. Owner: Data Steward.
/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,53,- **Explainability & Provenance:** All generated answers must include source citations and provenance metadata; models and indexes must be versioned.
/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,88,- Data Privacy: PII must not be persisted in model training artifacts; incoming queries with PII are redacted prior to long-term logging. Owner: Data Steward.
/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,90,"- Explainability: All generated answers must include source citations and, where appropriate, confidence/limitations notes."
/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,91,"- Misuse Risk: The system must surface ""not legal advice"" disclaimers for compliance/legal topics and provide links to primary sources."
/Users/frisowempe/ISA_D/docs/RESEARCH_CAPABILITIES.md,51,- Default to offline/test fixtures in PR CI; allow live network in nightly for approved domains/workflows only.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,11,- [ ] Create `nesy` adapters package layout (no heavy deps): `ISA_SuperApp/src/nesy/`
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,12,"- [ ] Define common `NeSyAdapter` interface (predict(), explain(), metadata())"
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,13,"- [ ] Add feature flags in config: `NESY_{ESG_BERT,LNN,SENTICNET,ESGSENTICNET,DEPPROB,NEURASP,DON}`"
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,14,- [ ] Seed evaluation dataset for gaps (labeled) under `artifacts/nesy_eval/`
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,15,"- [ ] Eval harness: precision/recall/F1, latency, cost per adapter; JSONL report"
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,16,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,17,- Adapters implement the interface; flags are typed and documented; eval harness runs locally and in nightly CI.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,20,- [ ] Adapter stub wrapping model API or local weights
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,21,- [ ] Symbolic materiality/rule layer (simple Python rules)
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,22,- [ ] Unit + integration tests with goldens and explanations
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,23,- [ ] CI job: run adapter on small sample (advisory report)
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,24,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,25,- ≥10% precision/recall lift vs. baseline keyword rules on eval set; explanations pass reviewer spot-checks (≥80% acceptance).
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,29,- [x] LNN integration module and deterministic validator endpoint `/validate`
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,30,- [x] Tests with seeded violations; zero false positives on green data
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,31,- [ ] Wire into PR CI (gate when stable)
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,32,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,33,- Catches 100% seeded violations; 0 FPs on clean fixtures; adds <5% to CI time.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,36,- [ ] REST client with retries and caching; rate-limit guards
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,37,- [ ] Dedupe/precision filters; reviewer queue integration
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,38,- [ ] Nightly advisory report of top N candidate attributes per sector
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,39,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,40,- ≥5 high‑value candidates/sector with <10% spam; budget respected.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,43,- [ ] Verify availability/licensing and API/schema stability
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,44,- [ ] Adapter + A/B vs. ESG‑BERT; confidence thresholds
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,45,"- [ ] Nightly eval, shadow mode only"
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,46,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,47,- Beats ESG‑BERT on recall without >1.5× false positives; cost within cap.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,50,- [ ] Define one focused question: P(audit pass | evidence)
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,51,- [ ] Micro‑module or service; training data prep; calibration check
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,52,- [ ] Nightly advisory probability outputs for reviewer feedback
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,53,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,54,- Calibrated probabilities (Brier score improvement vs. naive baseline) on ≥20 cases.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,57,- [ ] Map our JSON outputs to Spectrum widgets; no vendor‑locked logic
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,58,- [ ] Demo dashboard; export JSON for parity with SuperApp UI
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,59,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,60,- Pilot demo loads in <5 minutes; identical insights render in SuperApp.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,63,- [ ] What‑if simulation prototype for one attribute set
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,64,- [ ] Correlate with historical adoption; offline only
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,65,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,66,- Produces plausible deltas that correlate with outcomes on a holdout.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,69,- [ ] Offline prototype for cross‑sector mapping suggestions
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,70,- [ ] SME validation workflow; export explainable rules
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,71,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,72,- Validated explainable mappings outperform simple heuristics on a sample.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,75,- [ ] All adapters behind feature flags; default OFF in PR CI
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,76,- [ ] A/B by default (shadow mode); promote only with eval wins and SME sign‑off
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,77,- [ ] External API budgets and caching; fail closed on rate limits
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,78,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,79,- No PR CI failures due to external API; reproducible nightly reports.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,82,"- [ ] Eval metrics: P/R/F1, latency P95, cost/sample, explanation acceptance"
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,83,- [ ] Nightly trend dashboards (JSON → Grafana via pushgateway or artifact review)
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,84,- [ ] Promotion checklist per adapter (criteria + SME sign‑off)
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,85,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,86,- Promotion occurs only when metrics meet thresholds for 7 consecutive days.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,89,"- [ ] `docs/nesy/overview.md` (architecture, adapters, flags, evals)"
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,90,- [ ] `docs/nesy/adapters/*.md` per adapter with inputs/outputs/schemas
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,91,- [ ] Playbook for adding a new NeSy component
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,92,Acceptance:
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,93,- A new engineer can add an adapter and run evals in ≤60 minutes.
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,96,- [ ] Ensembling: simple rank fusion across ESG‑BERT/ESGSenticNet/SenticNet
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,97,- [ ] Active learning loop with reviewer feedback to retrain thresholds
/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,98,- [ ] Explanation store and similarity search for reuse across sectors
/Users/frisowempe/ISA_D/docs/TODO.md,11,"- [ ] [CP] Index and research `/Users/frisowempe/ISA_D/Study Librairy` for advanced agentic patterns, safety mechanisms, and learning strategies to enhance our own agent's behavior and instructions."
/Users/frisowempe/ISA_D/docs/TODO.md,12,"- [ ] [CP] Investigate content of `agents-towards-production-main` for reusable patterns, tutorials, and security best practices."
/Users/frisowempe/ISA_D/docs/TODO.md,13,"- [ ] Create docs/RESEARCH_KNOWLEDGE_GAPS.md scaffold with 30 research questions (agentic loops, NeSy, LLMOps, data quality/governance, security/privacy, observability/SRE, performance, UX, CI/CD, DevEx)"
/Users/frisowempe/ISA_D/docs/TODO.md,14,"- [ ] Define evaluation rubric (Impact, Ease of integration, Maturity, Alignment, Cost/FinOps) and scoring worksheet"
/Users/frisowempe/ISA_D/docs/TODO.md,15,"- [ ] Compile candidate tools/services/frameworks/repos with licensing and costs (e.g., agent frameworks, LLM orchestration, data validators, observability, CI tooling)"
/Users/frisowempe/ISA_D/docs/TODO.md,16,- [ ] Prioritize top 10 by score; select 5 for time‑boxed micro‑POCs (≤1 day each)
/Users/frisowempe/ISA_D/docs/TODO.md,17,"- [ ] Run micro‑POCs; capture metrics (accuracy/precision, latency, dev time saved, cost); write concise reports"
/Users/frisowempe/ISA_D/docs/TODO.md,18,- [ ] Decisions: adopt/hold/reject; draft ADRs for adopted items and integrate via adapters/feature flags
/Users/frisowempe/ISA_D/docs/TODO.md,19,- [ ] Update ROADMAP/TODO and backlog with accepted integrations and deprecations
/Users/frisowempe/ISA_D/docs/TODO.md,22,- [x] Refine research questions to v2 with per-question approach (docs/RESEARCH_KNOWLEDGE_GAPS.md)
/Users/frisowempe/ISA_D/docs/TODO.md,23,- [x] Add curated source list (docs/RESEARCH_SOURCES.md) and cross-link from RESEARCH_OPERATIONS.md
/Users/frisowempe/ISA_D/docs/TODO.md,27,"- [ ] Create `docs/AI_PROJECT_CHARTER.md` (scope, RACI, Responsible-AI risk) [owner: eng-lead]"
/Users/frisowempe/ISA_D/docs/TODO.md,29,"- [ ] Create `docs/VECTOR_STORE_SCHEMA.md` (chunking, metadata, provenance) [owner: data-engineer]"
/Users/frisowempe/ISA_D/docs/TODO.md,31,- [ ] Add `docs/model_cards/TEMPLATE.md` and create one example model card for current evaluator [owner: data-science]
/Users/frisowempe/ISA_D/docs/TODO.md,33,- [ ] Add `data/data_catalog.yaml` (machine-readable data source catalog) and link to `VECTOR_STORE_SCHEMA.md` [owner: data-engineer]
/Users/frisowempe/ISA_D/docs/TODO.md,89,- [ ] **Task 1.1: Implement Web Research Toolkit**
/Users/frisowempe/ISA_D/docs/TODO.md,90,- [ ] Create `packages/tools/web_research.py` with a `WebResearchTool` class.
/Users/frisowempe/ISA_D/docs/TODO.md,91,"- [ ] Implement `search`, `read_url` methods using `httpx` and `beautifulsoup4`."
/Users/frisowempe/ISA_D/docs/TODO.md,92,- [ ] Add respect for `robots.txt` and on-disk caching to `storage/cache/web_research/`.
/Users/frisowempe/ISA_D/docs/TODO.md,93,- [ ] **Task 1.2: Implement RAG Memory Store**
/Users/frisowempe/ISA_D/docs/TODO.md,94,- [ ] Create `packages/agent_core/memory/rag_store.py` with a `RAGMemory` class.
/Users/frisowempe/ISA_D/docs/TODO.md,95,- [ ] Integrate `ChromaDB` to store vector embeddings at `storage/vector_store/research_db`.
/Users/frisowempe/ISA_D/docs/TODO.md,96,- [ ] **Task 1.3: Implement `ResearcherAgent`**
/Users/frisowempe/ISA_D/docs/TODO.md,97,- [ ] Create `packages/agent_core/agents/researcher.py`.
/Users/frisowempe/ISA_D/docs/TODO.md,98,- [ ] Implement a ReAct loop that uses the `WebResearchTool` and `RAGMemory`.
/Users/frisowempe/ISA_D/docs/TODO.md,99,- [ ] **Task 1.4: Initial Orchestration**
/Users/frisowempe/ISA_D/docs/TODO.md,100,- [ ] Create `packages/orchestrator/research_graph.py` with a single-node graph for the `ResearcherAgent`.
/Users/frisowempe/ISA_D/docs/TODO.md,101,- [ ] Create `scripts/run_research_mvp.py` to invoke the graph.
/Users/frisowempe/ISA_D/docs/TODO.md,102,- [ ] Add `research-mvp` target to `Makefile`.
/Users/frisowempe/ISA_D/docs/TODO.md,103,- [ ] **Task 1.5: Update Dependencies**
/Users/frisowempe/ISA_D/docs/TODO.md,104,"- [ ] Add `httpx`, `beautifulsoup4`, `chromadb`, `sentence-transformers` to `pyproject.toml`."
/Users/frisowempe/ISA_D/docs/TODO.md,107,- [ ] **Task 2.1: Implement `PlannerAgent` and `SynthesizerAgent`**
/Users/frisowempe/ISA_D/docs/TODO.md,108,- [ ] Create `packages/agent_core/agents/planner.py`.
/Users/frisowempe/ISA_D/docs/TODO.md,109,- [ ] Create `packages/agent_core/agents/synthesizer.py`.
/Users/frisowempe/ISA_D/docs/TODO.md,110,- [ ] **Task 2.2: Evolve Orchestration Graph**
