Associated GDM Global/Regional Attribute,Unnamed: 1,"Global Data Model Code Lists and Values
The code values that are included in the GDM serve as a guide identifying the most commonly used codes. For all available codelists, please refer to the GS1 Global Data Dictionary [http://apps.gs1.org/GDD/Pages/clHome.aspx].",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Number of markets using the attribute,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Global/Regional Usage,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Netherlands,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Finland,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Sweden,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Denmark,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Australia,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,New Zealand,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,UK,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Czech Republic,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,France,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Germany,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,US,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Canada,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Belgium & Luxembourg,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Colombia,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Change Information,Unnamed: 108,Unnamed: 109,Unnamed: 110
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,CDSCO,Central Drugs Standard Control Organization (CDSCO),Central Drugs Standard Control Organization (CDSCO) manages the market authorisation of healthcare products in India - IN,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DAV,Drug Administration of Vietnam (DAV),Drug Administration of Vietnam (DAV) manages the market authorisation of healthcare products in Viet Nam - VN,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DDA_NP,Department of Drug Administration (DDA),Department of Drug Administration (DDA) manages the market authorisation of healthcare products in Nepal - NP,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DDF_KH,Department of Drugs and Food (DDF),Department of Drugs and Food (DDF) manages the market authorisation of healthcare products in Cambodia - KH,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DDSME,Department of Drug Supply and Medical Equipment,Department of Drug Supply and Medical Equipment manages the market authorisation of healthcare products in Kyrgyzstan - KG,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DGDA,Directorate General of Drug Administration (DGDA),Directorate General of Drug Administration (DGDA) manages the market authorisation of healthcare products in Bangladesh - BD,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DGPML_BF,"Direction Générale de la Pharmacie, du Médicament et des Laboratoires (DGPML)","Direction Générale de la Pharmacie, du Médicament et des Laboratoires (DGPML) manages the market authorisation of healthcare products in Burkina Faso - BF",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DGPML_BJ,"Direction General of Pharmacy, Medicine and Pharmacy Laboratories (DGPML)","Direction General of Pharmacy, Medicine and Pharmacy  Laboratories (DGPML) manages the market authorisation of healthcare products in Benin - BJ",0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DGRS,Direccion General de Regulacion Sanitaria (DGRS),Direccion General de Regulacion Sanitaria (DGRS) manages the market authorisation of healthcare products in Honduras - HN,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DIGEMID_MINSA,Dirección General de Medicamentos (DIGEMID-MINSA),Dirección General de Medicamentos (DIGEMID-MINSA) manages the market authorisation of healthcare products in Peru - PE,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DIN,Drug Identification Number (DIN) - Canada,A Drug Identification Number (DIN) is a computer-generated eight digit number assigned by Health Canada to a drug product prior to being marketed in Canada.,1,0,0,1,0,0,1,0,0,0,Not used,Local,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,True,NO,YES,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DIN_HM,Drug Identification Number - Homeopathic Medicine (DIN HM) - Canada,Drug Identification Number – Homeopathic Medicine: This is the number located on the label of homeopathic drug products that have been approved for sale in Canada.,1,0,0,1,0,0,1,0,0,0,Not used,Local,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,True,NO,YES,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DISTRIBUTOR_ASSIGNED,not defined,The additional Trade Item Identification value populated has been developed and assigned by an entity which purchases and takes title to goods which are then resold / redistributed elsewhere.,5,0,4,1,0,5,5,5,5,5,Local,Local,Local,Local,Local,True,YES,YES,YES,YES,YES,False,NO,NO,NO,NO,NO,True,YES,YES,YES,YES,YES,True,YES,YES,YES,YES,YES,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,True,YES,YES,YES,YES,YES,False,NO,NO,NO,NO,NO,True,YES,YES,YES,YES,YES,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DLP,Direction des Laboratoires et des Pharmacies,Direction des Laboratoires et des Pharmacies manages the market authorisation of healthcare products in Comoros - KM,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DNM_SV,Dirección Nacional de Medicamentos (DNM),Dirección Nacional de Medicamentos (DNM) manages the market authorisation of healthcare products in El Salvador - SV,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
69,Additional Product Identification Type Code,12,AdditionalTradeItemIdentificationTypeCode,DNPL,Direction Nationale de la Pharmacie et du Laboratoire,Direction Nationale de la Pharmacie et du Laboratoire manages the market authorisation of healthcare products in Guinea - GN,0,0,0,0,0,0,0,0,0,0,Not used,Not used,Not used,Not used,Not used,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,NO,NO,NO,NO,NO,False,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,nan,nan,nan,nan
